microchip;species;sex;size;potentDangerous;neighborhood
941000019740706;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740708;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740712;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740716;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740726;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740728;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740730;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740736;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740737;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740739;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740741;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740742;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740744;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740748;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740757;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740759;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740763;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740764;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740767;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740769;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740773;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740774;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740775;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740776;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740777;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740782;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740784;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740786;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740788;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740790;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740794;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740796;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740797;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740802;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740812;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740820;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740824;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740826;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740828;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740830;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740833;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740834;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740839;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740848;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740852;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740854;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740858;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740867;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740870;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740875;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740876;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740879;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740880;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740885;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740903;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740908;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740911;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740915;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740923;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740926;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740929;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740930;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740934;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740938;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740939;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740940;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740942;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740943;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740945;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740946;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740948;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740957;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740959;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740963;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740967;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740968;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740969;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740972;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740976;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740981;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740983;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740984;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740985;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740991;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019740995;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019740997;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741001;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741005;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741007;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741009;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741014;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741015;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741027;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741028;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741029;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741036;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741038;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741040;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741042;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741047;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741048;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741052;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741053;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741058;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741064;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741066;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741068;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741076;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741080;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741084;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741087;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741090;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741094;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741096;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741097;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741102;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741103;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741104;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741106;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741108;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741109;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741110;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741112;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741113;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741114;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741115;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741118;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741119;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741122;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741123;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741124;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741128;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741130;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741134;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741138;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741146;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741147;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741149;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741151;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741156;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741157;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741160;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741165;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741170;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741173;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741174;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741175;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741176;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741178;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741179;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741180;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741181;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741182;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741185;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741187;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741189;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741197;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741199;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741201;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741202;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741203;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741204;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741205;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741207;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741209;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741210;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741213;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741214;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741215;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741222;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741224;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741226;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741228;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741233;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741235;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741237;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741239;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741242;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741246;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741250;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741253;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741257;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741261;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741262;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741263;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741268;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741269;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741270;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741271;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741272;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741273;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741274;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741276;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741280;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741289;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741290;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741292;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741306;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741310;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741313;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741317;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741321;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741323;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741325;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741327;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741329;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741331;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741333;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741335;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741337;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741343;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741347;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741348;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741355;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741360;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741386;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741391;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741393;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741400;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741401;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741403;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741419;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741425;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741429;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741431;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741439;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000019741444;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019741446;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000019742418;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000019742432;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000021202772;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021202924;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021202943;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021203020;CANINO;HEMBRA;PEQUEÑO;NO;SIN IDENTIFICAR
941000021203103;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021203105;CANINO;HEMBRA;MINIATURA;NO;SIN IDENTIFICAR
941000021203130;CANINO;HEMBRA;MINIATURA;NO;SIN IDENTIFICAR
941000021203169;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021203206;CANINO;HEMBRA;MINIATURA;NO;SIN IDENTIFICAR
941000021203360;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021203372;CANINO;MACHO;GRANDE;SI;SIN IDENTIFICAR
941000021203374;CANINO;HEMBRA;GRANDE;NO;SIN IDENTIFICAR
941000021203382;CANINO;MACHO;MEDIANO;SI;SIN IDENTIFICAR
941000021203436;CANINO;HEMBRA;MINIATURA;NO;SIN IDENTIFICAR
941000021203459;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021203584;CANINO;MACHO;MEDIANO;SI;SIN IDENTIFICAR
941000021370508;CANINO;HEMBRA;PEQUEÑO;NO;SIN IDENTIFICAR
941000021370644;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021370684;CANINO;HEMBRA;PEQUEÑO;NO;SIN IDENTIFICAR
941000021370685;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021370691;FELINO;HEMBRA;MINIATURA;NO;SIN IDENTIFICAR
941000021370699;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000021370703;FELINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021370755;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021370769;FELINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021370797;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021371068;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021371093;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000021371110;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000021371118;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021371214;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021371216;CANINO;MACHO;GRANDE;NO;SIN IDENTIFICAR
941000021569007;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021569029;CANINO;HEMBRA;GRANDE;NO;SIN IDENTIFICAR
941000021569037;CANINO;MACHO;PEQUEÑO;NO;SIN IDENTIFICAR
941000021569059;CANINO;MACHO;MINIATURA;NO;SIN IDENTIFICAR
941000021569066;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941000021569194;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021569393;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941000021569464;CANINO;MACHO;GRANDE;NO;SIN IDENTIFICAR
941100001459088;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
941941000014285;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
941941000015069;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
947000019741297;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
950123456789012;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
953010000158989;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
953010000572506;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956000008778861;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956001700018480;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956001700018481;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018513;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018569;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018581;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018583;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018695;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956001700018705;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956001700018915;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956014000015866;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000010006;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000010026;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000010057;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000010125;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000010208;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000011964;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000011972;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000011980;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000011984;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012035;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000012038;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012043;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012087;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012091;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012125;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000012252;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012267;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012270;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000012276;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012292;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000012301;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012315;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012317;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012322;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000012977;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000012983;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013008;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013026;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013030;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013048;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013063;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013072;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013083;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013103;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013127;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013129;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013157;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013161;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013211;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013214;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013234;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013237;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013238;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013244;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013248;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013261;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013279;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013286;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013291;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013297;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013303;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013351;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013399;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013400;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013426;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013433;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013434;FELINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013453;CANINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
956017000013466;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013479;CANINO;MACHO;MEDIANO;NO;SIN IDENTIFICAR
956017000013537;FELINO;HEMBRA;MEDIANO;NO;SIN IDENTIFICAR
